Placa,Codigo Verificacion Placa,Fecha_Emision,Año.del.Permiso,Pago Fisico,Cuotas Permiso,Codigo_SII,Comuna_Propietario,Comuna_Permiso,Valor_Contado,Total_a_Pagar,Año_Fabricacion,TipoVehiculo,Marca,Modelo,Cilindrada,Equipamiento,Combustible,Transmision,Tonelaje,Comuna_Anterior,Comuna_Anterior,Comuna_rev,Fecha_Vencimiento
BZTD-73,1,2021-10-04,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,24837,33735,1996,STATION WAGON,IZUZU,BIGHORN 4X4 3.1,3100,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
BZTD-73,1,2021-10-04,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,24177,35419,1996,STATION WAGON,IZUZU,BIGHORN 4X4 3.1,3100,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2020-03-31 00:00:00.000
BZTD-73,1,2021-10-04,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,23510,38674,1996,STATION WAGON,IZUZU,BIGHORN 4X4 3.1,3100,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2019-03-31 00:00:00.000
DHJX-11,7,2021-05-27,2021,Pago Fisico,Total,NULL,COYHAIQUE,RIO IBAÑEZ,51489,51489,2012,MINIBUS TRANS  PASAJERO,MERCEDES BENZ,SPRINTER 413 CDI,NULL,NORM,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
XU-3774,8,2021-05-28,2021,Pago Fisico,Total,NULL,COYHAIQUE,RIO IBAÑEZ,51489,51489,2005,BUS,MERCEDES BENZ,LO 914,NULL,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
BD-5059,5,2021-10-05,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,156483,0,1987,CAMION,RENAULT,S 170 13,NULL,EQUI,DIES,MEC,18000,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
CRWB-19,7,2021-03-15,2021,Pago Fisico,Total,CT166001293,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1993,CAMIONETA,MITSUBISHI,L200 2.4 C/S 4WD,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PW-3209,2,2021-03-11,2021,Pago Fisico,Total,CT132000598,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1998,CAMIONETA,NISSAN,K2400 10S C/S PQ,2400,Norm,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PW-3209,2,2021-03-11,2021,Pago Fisico,Total,CT132000598,RIO IBAÑEZ,RIO IBAÑEZ,24837,30216,1998,CAMIONETA,NISSAN,K2400 10S C/S PQ,2400,Norm,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
PW-3209,2,2021-03-11,2021,Pago Fisico,Total,CT132000598,RIO IBAÑEZ,RIO IBAÑEZ,24177,32881,1998,CAMIONETA,NISSAN,K2400 10S C/S PQ,2400,Norm,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2020-03-31 00:00:00.000
BYTK-91,7,2021-03-15,2021,Pago Fisico,Total,CT166004609,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2009,CAMIONETA,MITSUBISHI,L200 DCAB CRM 4X4 2.5,2500,Equi,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
TW-3508,1,2021-03-11,2021,Pago Fisico,Total,SD166002996,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1996,STATION WAGON,MITSUBISHI,PAJERO MINI 4X4 659 CC,659,FULL,BENC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XP-3117,8,2021-03-31,2021,Pago Fisico,Total,CT235003504,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2004,CAMIONETA,TOYOTA,HILUX,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BD-7711,6,2021-04-12,2021,Pago Fisico,Total,CT235001792,RIO IBAÑEZ,RIO IBAÑEZ,24177,33243,1992,CAMIONETA,TOYOTA,HILUX,1800,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2020-03-31 00:00:00.000
BD-7711,6,2021-04-12,2021,Pago Fisico,Total,CT235001792,RIO IBAÑEZ,RIO IBAÑEZ,24837,30660,1992,CAMIONETA,TOYOTA,HILUX,1800,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
BD-7711,6,2021-04-12,2021,Pago Fisico,Total,CT235001792,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,1992,CAMIONETA,TOYOTA,HILUX,1800,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XN-5704,0,2021-03-25,2021,Pago Fisico,Total,SU176016504,RIO IBAÑEZ,RIO IBAÑEZ,29758,29758,2004,STATION WAGON,NISSAN,PATHFINDER SE HIGH RL514,3500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
RJ-5114,8,2021-03-25,2021,Pago Fisico,Total,CT235003697,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1997,CAMIONETA,TOYOTA,HILUX D/C STD,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GCPS-33,3,2021-05-06,2021,Pago Fisico,Total,CT080002614,COYHAIQUE,RIO IBAÑEZ,25489,25489,2014,CAMIONETA,FOTON,TERRACOTA 4X4 GL 3ER OJO SEGUR,2800,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DSYY-60,3,2021-03-25,2021,Pago Fisico,Total,CT176004001,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2001,CAMIONETA,NISSAN,D21 D/C 4WD DX,2400,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GLLT-81,0,2021-09-15,2021,Pago Fisico,Total,CT166006015,RIO IBAÑEZ,RIO IBAÑEZ,48792,54301,2015,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DDCB-54,1,2021-05-07,2021,Pago Fisico,Total,CT166004711,RIO IBAÑEZ,RIO IBAÑEZ,26554,27351,2011,CAMIONETA,MITSUBISHI,L200 D/C TD KATANA CRT 4X4,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GSTT-50,6,2021-05-25,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,51489,2014,BUS,MERCEDES BENZ,VARIO 4X4,NULL,NORM,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
GGRC-25,0,2021-04-23,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,50322,57051,2011,CAMION,FOTON,OLN,2771,FULL,DIES,AUT,2500,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-09-30 00:00:00.000
KU-5281,2,2021-10-08,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,52161,53156,1993,CAMION,HINO,FC 104 SA,NULL,NORM,DIES,MEC,5000,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
FZ-2430,4,2021-09-21,2021,Pago Fisico,Total,NULL,COYHAIQUE,RIO IBAÑEZ,25489,28366,1989,CAMIONETA,TOYOTA,HILUX D/C 4WD,2200,NORM,BENC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HJSL-46,6,2021-05-31,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,51489,2015,MINIBUS TRANS  PASAJERO,HYUNDAI,NEW H1 GLS 2.5,2500,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
LS-1214,4,2021-03-30,2021,Pago Fisico,Total,CT050003795,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1995,CAMIONETA,CHEVROLET,LUV 2.3 D/C,2300,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HFSC-21,2,2021-07-12,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,25489,27343,2001,CAMIONETA,NISSAN,ATLAS 4X4 3.2,3200,NORM,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HDHH-81,3,2021-08-03,2021,Pago Fisico,Total,CT166006015,RIO IBAÑEZ,RIO IBAÑEZ,48792,53133,2015,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BFRR-45,6,2021-03-23,2021,Pago Fisico,Total,CT166004608,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2008,CAMIONETA,MITSUBISHI,L200,2500,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XJ-4834,7,2021-03-30,2021,Pago Fisico,Total,CT235007204,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2004,CAMIONETA,TOYOTA,HILUX,3000,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FDFR-75,5,2021-03-30,2021,Pago Fisico,Total,CT176030913,RIO IBAÑEZ,RIO IBAÑEZ,30553,30553,2013,CAMIONETA,NISSAN,TERRANO DX TURBO DIESEL 4X4 AA,2500,Equi,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
ZF-6125,6,2021-09-20,2021,Pago Fisico,Total,SU166000293,RIO IBAÑEZ,RIO IBAÑEZ,25489,28366,1993,STATION WAGON,MITSUBISHI,MONTERO 4WD,2600,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
ZF-6125,6,2021-09-20,2021,Pago Fisico,Total,SU166000293,RIO IBAÑEZ,RIO IBAÑEZ,24837,33214,1993,STATION WAGON,MITSUBISHI,MONTERO 4WD,2600,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
VV-4725,9,2021-03-25,2021,Pago Fisico,Total,HB229004103,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2003,AUTOMOVIL,SUZUKI,MARUTI 308,800,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JDXL-12,9,2021-04-12,2021,Pago Fisico,Total,HB229007807,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2007,AUTOMOVIL,SUZUKI,SWIFT,1300,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
TP-3908,K,2021-04-12,2021,Pago Fisico,Total,CT050013700,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2000,CAMIONETA,CHEVROLET,LUV,3200,Equi,Benc,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
JZWW-90,3,2021-04-14,2021,Pago Fisico,Total,CT111002704,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2004,CAMIONETA,HYUNDAI,PORTER,2500,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JZWW-90,3,2021-04-14,2021,Pago Fisico,Total,CT111002704,RIO IBAÑEZ,RIO IBAÑEZ,24837,30660,2004,CAMIONETA,HYUNDAI,PORTER,2500,Norm,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2021-03-31 00:00:00.000
FZHK-22,0,2021-04-19,2021,Pago Fisico,Total,CT111001601,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2001,CAMIONETA,HYUNDAI,PORTER,2500,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
WE-7638,6,2021-04-16,2021,Pago Fisico,Total,CT079012306,RIO IBAÑEZ,RIO IBAÑEZ,27117,27524,2006,CAMIONETA,FORD,RANGER,2800,Full,Diés,Mec,0,251,RANCAGUA,RANCAGUA,2022-03-31 00:00:00.000
LZBS-51,3,2021-04-16,2021,Pago Fisico,Total,SD111034420,RIO IBAÑEZ,RIO IBAÑEZ,28626,29055,2020,AUTOMOVIL,HYUNDAI,VERNA,1400,NULL,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XZ-8408,4,2021-04-22,2021,Pago Fisico,Total,CT176019605,RIO IBAÑEZ,RIO IBAÑEZ,27117,27524,2005,CAMIONETA,NISSAN,TERRANO,3200,Equi,Diés,Mec,0,44,COCHRANE,COCHRANE,2022-03-31 00:00:00.000
LJBJ-40,4,2021-05-03,2021,Pago Fisico,Total,VN166002907,RIO IBAÑEZ,RIO IBAÑEZ,29087,29960,2007,STATION WAGON,MITSUBISHI,DELICA 4X4 2.4 AUT,2500,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LJBJ-40,4,2021-05-03,2021,Pago Fisico,Total,VN166002907,RIO IBAÑEZ,RIO IBAÑEZ,24837,30053,2007,STATION WAGON,MITSUBISHI,DELICA 4X4 2.4 AUT,2500,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
ZD-1744,4,2021-05-04,2021,Pago Fisico,Total,CT050021105,RIO IBAÑEZ,RIO IBAÑEZ,25489,26254,2005,CAMIONETA,CHEVROLET,S10 APACHE D CAB 4X4 2.8,2800,Full,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
FDFS-54,9,2021-05-04,2021,Pago Fisico,Total,HB235002808,RIO IBAÑEZ,RIO IBAÑEZ,29931,30829,2008,AUTOMOVIL,TOYOTA,VITZ 4X41.3 AUT,1300,Equi,Benc,Aut,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
FDFS-54,9,2021-05-04,2021,Pago Fisico,Total,HB235002808,RIO IBAÑEZ,RIO IBAÑEZ,24837,31165,2008,AUTOMOVIL,TOYOTA,VITZ 4X41.3 AUT,1300,Equi,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
DE-6508,7,2021-05-06,2021,Pago Fisico,Total,VN243000490,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1990,FURGON,VOLKSWAGEN,KOMBI,1600,Norm,Benc,Mec,0,226,PUERTO NATALES,PUERTO NATALES,2022-03-31 00:00:00.000
SR-3689,K,2021-05-06,2021,Pago Fisico,Total,CT229000498,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1998,JEEP,SUZUKI,PICK-UP,1300,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
SR-3689,K,2021-05-06,2021,Pago Fisico,Total,CT229000498,RIO IBAÑEZ,RIO IBAÑEZ,24837,30924,1998,JEEP,SUZUKI,PICK-UP,1300,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
CSLL-14,8,2021-05-06,2021,Pago Fisico,Total,SU225006511,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2011,STATION WAGON,SSANGYONG,NEW KYRON 4X4 2.0,2000,Full,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
HBWR-43,6,2021-05-06,2021,Pago Fisico,Total,SU176014703,COYHAIQUE,RIO IBAÑEZ,25489,25489,2003,STATION WAGON,NISSAN,X-TRAIL 4X4 2.0,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HBWR-43,6,2021-05-06,2021,Pago Fisico,Total,SU176014703,COYHAIQUE,RIO IBAÑEZ,26620,33144,2003,STATION WAGON,NISSAN,X-TRAIL 4X4 2.0,2000,Full,Benc,Aut,0,63,COYHAIQUE,COYHAIQUE,2021-03-31 00:00:00.000
HBWR-43,6,2021-05-06,2021,Pago Fisico,Total,SU176014703,COYHAIQUE,RIO IBAÑEZ,28400,39476,2003,STATION WAGON,NISSAN,X-TRAIL 4X4 2.0,2000,Full,Benc,Aut,0,63,COYHAIQUE,COYHAIQUE,2020-03-31 00:00:00.000
VG-2987,2,2021-05-12,2021,Pago Fisico,Total,VN166000491,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1991,CAMIONETA,MITSUBISHI,MONTERO,2500,NORM,DIES,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
VG-2987,2,2021-05-12,2021,Pago Fisico,Total,VN166000491,RIO IBAÑEZ,RIO IBAÑEZ,24837,30924,1991,CAMIONETA,MITSUBISHI,MONTERO,2500,NORM,DIES,Mec,0,63,COYHAIQUE,COYHAIQUE,2021-03-31 00:00:00.000
PHDW-25,8,2021-05-12,2021,Pago Fisico,Total,SU146000920,RIO IBAÑEZ,RIO IBAÑEZ,49718,49718,2021,STATION WAGON,LIFAN,X7 5X 1.8,1800,NULL,Benc,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BD-2493,4,2021-05-12,2021,Pago Fisico,Total,SD227000281,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,1981,AUTOMOVIL,SUBARU,600,500,Norm,Benc,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
LKGB-46,1,2021-05-17,2021,Pago Fisico,Total,CT166003704,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,2004,CAMIONETA,MITSUBISHI,CANTER 4.2,2500,Equi,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
LKGB-46,1,2021-05-17,2021,Pago Fisico,Total,CT166003704,RIO IBAÑEZ,RIO IBAÑEZ,24837,31165,2004,CAMIONETA,MITSUBISHI,CANTER 4.2,2500,Equi,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2021-03-31 00:00:00.000
LZBS-28,9,2021-05-17,2021,Pago Fisico,Total,SU132022020,COYHAIQUE,RIO IBAÑEZ,77641,80450,2020,STATION WAGON,KIA MOTORS,SELTOS,1600,NULL,Benc,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
ZZ-4934,8,2021-05-20,2021,Pago Fisico,Total,CT176001995,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,1995,STATION WAGON,NISSAN,MISTRAL,2700,NORM,DIES,AUT,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
ZZ-4934,8,2021-05-20,2021,Pago Fisico,Total,CT176001995,RIO IBAÑEZ,RIO IBAÑEZ,24837,31165,1995,STATION WAGON,NISSAN,MISTRAL,2700,NORM,DIES,AUT,0,224,PUERTO CISNES,PUERTO CISNES,2021-03-31 00:00:00.000
ZZ-4934,8,2021-05-20,2021,Pago Fisico,Total,CT176001995,RIO IBAÑEZ,RIO IBAÑEZ,24177,33606,1995,STATION WAGON,NISSAN,MISTRAL,2700,NORM,DIES,AUT,0,224,PUERTO CISNES,PUERTO CISNES,2020-03-31 00:00:00.000
ZZ-4934,8,2021-05-20,2021,Pago Fisico,Total,CT176001995,RIO IBAÑEZ,RIO IBAÑEZ,23510,36911,1995,STATION WAGON,NISSAN,MISTRAL,2700,NORM,DIES,AUT,0,224,PUERTO CISNES,PUERTO CISNES,2019-03-31 00:00:00.000
WX-4678,2,2021-03-25,2021,Pago Fisico,Total,CT176015407,RIO IBAÑEZ,RIO IBAÑEZ,28243,25489,2007,CAMIONETA,NISSAN,D21 D/C STD 4X4,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
TC-7569,4,2021-09-28,2021,Pago Fisico,Total,CT176003299,RIO IBAÑEZ,RIO IBAÑEZ,25489,28366,1999,CAMIONETA,NISSAN,D21 D/C,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XK-4361,7,2021-09-20,2021,Pago Fisico,Total,CT166003604,LAMPA,RIO IBAÑEZ,25489,28366,2004,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XK-4361,7,2021-09-20,2021,Pago Fisico,Total,CT166003604,LAMPA,RIO IBAÑEZ,24837,33214,2004,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
XK-4361,7,2021-09-20,2021,Pago Fisico,Total,CT166003604,LAMPA,RIO IBAÑEZ,24177,35057,2004,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2020-03-31 00:00:00.000
XK-4361,7,2021-09-20,2021,Pago Fisico,Total,CT166003604,LAMPA,RIO IBAÑEZ,23510,38321,2004,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2019-03-31 00:00:00.000
XK-4361,7,2021-09-20,2021,Pago Fisico,Total,CT166003604,LAMPA,RIO IBAÑEZ,23115,41838,2004,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2018-03-31 00:00:00.000
XK-4361,7,2021-09-20,2021,Pago Fisico,Total,CT166003604,LAMPA,RIO IBAÑEZ,22478,44731,2004,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2017-03-31 00:00:00.000
RB-9559,5,2021-03-25,2021,Pago Fisico,Total,VN235002097,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1997,FURGON,TOYOTA,HIACE SIN VERSION,2000,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
RJ-2446,9,2021-03-24,2021,Pago Fisico,Total,CT160001798,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1998,CAMIONETA,MAZDA,B2500 CREW CAB DX 2WD,2500,Norm,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
VN-3039,1,2021-03-30,2021,Pago Fisico,Total,SU229014803,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2003,JEEP,SUZUKI,GRAND VITARA DESCAP,1600,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LLLY-53,5,2021-09-20,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,52161,52161,2008,CAMION,MITSUBISHI,CANTER,2900,NORM,DIES,MEC,2000,63,COYHAIQUE,COYHAIQUE,2022-09-30 00:00:00.000
GJRG-79,8,2021-09-29,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,104322,104322,2005,CAMION,MAN,L2000,NULL,EQUI,DIES,MEC,5500,63,COYHAIQUE,COYHAIQUE,2022-09-30 00:00:00.000
PFPB-12,9,2021-04-01,2021,Pago Fisico,Total,SU176019109,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2009,STATION WAGON,NISSAN,DUALIS,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CXDF-31,1,2021-07-15,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,53352,2011,MINIBUS TRANS  PASAJERO,MERCEDES BENZ,SPRINTER 413 CDI 2.2,2200,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
UD-9663,9,2021-10-04,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,52161,53156,2001,CAMION,CHEVROLET,NKR 69,NULL,NORM,DIES,MEC,3500,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
LLPB-12,3,2021-03-31,2021,Pago Fisico,Total,CT111003606,RIO IBAÑEZ,RIO IBAÑEZ,29073,25489,2006,CAMIONETA,HYUNDAI,PORTER,2500,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LH-8420,2,2021-09-02,2021,Pago Fisico,Total,NULL,COYHAIQUE,RIO IBAÑEZ,52161,52161,1994,CAMION,ISUZU,NPR 596,NULL,NORM,DIES,MEC,5000,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
LBPB-69,1,2021-04-30,2021,Pago Fisico,Total,HB049002319,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2019,AUTOMOVIL,CHERY,IQ,1000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LJBK-65,6,2021-09-30,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,104322,104322,2019,CAMION,MERCEDES BENZ,ACCELO 1016 44,4800,EQUI,DIES,MEC,6000,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
LX-7424,8,2021-09-30,2021,Pago Fisico,Total,NULL,COYHAIQUE,RIO IBAÑEZ,104322,104322,1995,CAMION,VOLVO,F12 6X4,NULL,EQUI,DIES,MEC,10000,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
JDXK-90,4,2021-03-19,2021,Pago Fisico,Total,HB184011707,RIO IBAÑEZ,RIO IBAÑEZ,27769,27769,2007,AUTOMOVIL,PEUGEOT,207,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BRVC-54,2,2021-04-30,2021,Pago Fisico,Total,VN166003809,RIO IBAÑEZ,RIO IBAÑEZ,29181,29619,2009,FURGON,MITSUBISHI,L300,2000,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PHFC-90,8,2021-03-11,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,253240,253240,2021,CAMIONETA,TOYOTA,HI LUX 2.4,2400,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JK-8722,3,2021-09-30,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,104322,104322,2010,REMOLQUE A,RANDON,RQPTCS0216,NULL,NULL,NULL,NULL,10000,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
